Probability,True_label
0.379680324,1
0.414816425,0
0.522354055,0
0.400785077,0
0.491199666,0
0.578755297,1
0.366626633,0
0.41868178,1
0.563000382,1
0.50179981,1
0.499711639,0
0.531458437,0
0.674018251,1
0.551586125,0
0.514954148,0
0.614354375,1
0.521547521,0
0.321768522,0
0.495419804,0
0.455845843,1
0.608848521,1
0.491976799,1
0.558340324,1
0.411802621,0
0.495856618,1
0.460900071,0
0.449160939,1
0.468434545,0
0.513222019,0
0.708322396,1
0.370063749,0
0.289681552,0
0.508713979,0
0.621756199,1
0.469199533,1
0.645427029,1
0.533922387,1
0.409905157,0
0.47716381,1
0.368611197,0
0.595924885,1
0.457358157,1
0.647562265,1
0.492544091,0
0.379529701,0
0.490914255,1
0.368583469,0
0.467860595,1
0.65372753,0
0.311879755,0
0.417002135,1
0.488388645,1
0.500508895,0
0.617373819,1
0.481982449,1
0.538887242,0
0.480708857,0
0.463899391,0
0.557172035,0
0.564329053,0
0.553242536,1
0.564325764,1
0.415626601,1
0.634131662,1
0.519093109,0
0.425029858,0
0.460166678,0
0.401624722,1
0.419234567,0
0.454462077,0
0.409876368,0
0.508587629,1
0.67294515,1
0.450826147,1
0.471982935,0
0.35627949,1
0.535884266,1
0.424290228,0
0.5442632,1
0.486015174,0
0.400308042,0
0.478273344,0
0.676312628,1
0.501150911,1
0.56682473,1
0.580177475,0
0.402752898,0
0.617990961,1
0.496915212,0
0.376847122,0
0.457448153,0
0.534160042,1
0.586266444,1
0.434425965,0
0.498162129,1
0.411045096,0
0.39416306,0
0.491411418,1
0.49814832,0
0.468771742,0
0.3942768,0
0.455115146,0
0.59482281,1
0.608316,1
0.515781337,1
0.601259052,1
0.41059042,1
0.437544881,1
0.379556713,1
0.486732244,0
0.622283228,1
0.506705473,0
0.479120977,1
0.515176181,1
0.524151875,1
0.498129512,1
0.550661482,1
0.358013198,0
0.459078997,1
0.524757555,1
0.662699259,1
0.384087329,0
0.399236189,0
0.433194441,0
0.617412558,0
0.349116657,0
0.486590686,0
0.528922654,0
0.476367024,1
0.444064936,0
0.39711201,0
0.579320454,1
0.442527131,0
0.37518299,0
0.531883138,1
0.58006231,1
0.345936021,0
0.474867851,1
0.617498376,1
0.594445206,1
0.38649517,0
0.4563314,1
0.410154435,0
0.544863688,1
0.526289956,1
0.52578559,0
0.447667755,1
0.706872887,1
0.308618966,0
0.440472539,0
0.59890226,1
0.413936721,0
0.564168656,0
0.430718494,0
0.744962071,1
0.627851122,1
0.593674549,1
0.61362454,1
0.436237154,0
0.481212319,0
0.441195499,0
0.441532603,0
0.473906289,0
0.542550561,1
0.507188572,0
0.601751436,0
0.387895406,1
0.569989394,1
0.618808119,1
0.591997999,1
0.453895806,0
0.632359384,1
0.605732978,1
0.460036883,0
0.519114966,1
0.426010129,0
0.438457086,1
0.431470041,0
0.418628744,0
0.441239398,0
0.568784227,0
0.524192313,1
0.666254083,1
0.555632304,0
0.642667759,1
0.609939119,0
0.510054427,1
0.600528442,0
0.568271473,1
0.50406681,1
0.380416565,0
0.521160203,0
0.466450749,0
0.403446376,1
0.568945749,1
0.497688125,0
0.641766931,0
0.459991225,0
0.625915277,0
0.658152294,1
0.547620566,1
0.476236213,1
0.458834115,1
0.398936405,0
0.393257741,0
0.554294566,0
0.420549806,1
0.397545638,1
0.49215368,1
0.44240144,1
0.561231335,0
0.368486788,0
0.497034437,0
0.410449544,0
0.495794353,0
0.500018614,1
0.494332543,0
0.44840792,0
0.478260297,1
0.390861201,0
0.474306155,1
0.586101813,1
0.485917869,1
0.510835359,1
0.56489129,0
0.7031633,1
0.625030282,1
0.599765726,1
0.65162713,0
0.480241402,0
0.521736413,1
0.688891687,1
0.483032524,1
0.482421226,1
0.442484874,0
0.390098642,0
0.460106947,1
0.526954946,0
0.589493834,1
0.441402049,0
0.525308014,1
0.440134476,1
0.410215051,0
0.51277822,0
0.23833691,0
0.523893775,1
0.422605748,0
0.615933416,1
0.64880832,1
0.578127596,1
0.397030943,0
0.532766738,0
0.571958416,1
0.601533537,1
0.562795913,1
0.354573134,0
0.428395269,0
0.547988995,0
0.406242798,1
0.441095904,0
0.407666108,1
0.612302123,1
0.804065706,1
0.628321089,1
0.518474045,1
0.496599954,0
0.442616437,0
0.461344156,0
0.382343412,1
0.402419535,0
0.347568425,0
0.425088628,1
0.394347073,1
0.433124804,1
0.455471229,1
0.461536497,1
0.500875929,0
0.597286847,1
0.484364936,0
0.350246952,0
0.344186326,0
0.469615823,0
0.556777749,0
0.471943466,1
0.405651304,0
0.553103004,0
0.732457245,0
0.442250904,0
0.42273174,0
0.725505951,1
0.614914176,1
0.439263237,0
0.46378612,0
0.510724821,1
0.314821575,0
0.43063485,0
0.359943629,0
0.384792248,0
0.454918215,0
0.566413775,0
0.745159857,1
0.708003987,1
0.632564713,1
0.532274144,1
0.438227645,1
0.396570647,0
0.37061146,0
0.389029093,0
0.417453821,1
0.490393008,1
0.460053928,0
0.5269283,1
0.556623121,0
0.442263136,0
0.534800706,0
0.234639592,0
0.336970185,0
0.534782558,0
0.396813735,0
0.473601191,0
0.453356118,0
0.390434841,1
0.56756831,1
0.557259175,1
0.397493083,0
0.38370863,1
0.455535227,1
0.556693551,0
0.547089011,1
0.57057255,1
0.455772297,1
0.537655119,0
0.599500994,0
0.395564219,0
0.392894647,0
0.533305184,0
0.516261269,1
0.566571185,0
0.35288237,0
0.378749966,1
0.527860822,0
0.494487723,1
0.540192423,1
0.603053476,1
0.639379572,1
0.648943865,1
0.452903573,1
0.641045504,1
0.506272691,1
0.414829478,0
0.373159451,0
0.509208102,1
0.417840593,0
0.438185523,0
0.500543908,1
0.578436695,1
0.402356417,0
0.552950253,0
0.363809376,1
0.417959023,0
0.438030289,0
0.411838561,1
0.455818578,1
0.627707646,0
0.486214394,0
0.731154129,1
0.35420718,0
0.6029603,1
0.394732414,0
0.455463917,1
0.621740213,1
0.461895668,1
0.459970999,0
0.530957632,0
0.543071785,1
0.395845823,0
0.430870627,0
0.485365409,0
0.462121388,1
0.46979237,0
0.684957608,1
0.489173178,0
0.320394218,0
0.622982841,1
0.595122082,1
0.510717958,0
0.418605198,0
0.664966758,1
0.554588502,1
0.501172513,1
0.543181543,1
0.597568537,1
0.495888757,0
0.667824978,1
0.474239913,0
0.556309222,1
0.510327261,0
0.720136358,1
0.427999593,0
0.525154901,1
0.493623633,1
0.529960579,1
0.510647923,1
0.536815495,0
0.407485961,0
0.337342309,0
0.401163028,0
0.451653884,0
0.581412675,1
0.474117038,0
0.432139401,0
0.537004889,1
0.525478317,1
0.483912093,0
0.595527031,1
0.526415343,1
0.665068908,0
0.42973009,0
0.401802034,0
0.491411418,1
0.469605527,1
0.326303809,0
0.754524633,1
0.318602756,0
0.434234756,1
0.572426523,0
0.317636655,1
0.491799633,1
0.582330493,0
0.329569002,0
0.508642426,1
0.398157968,0
0.421270657,0
0.638827068,0
0.381718911,0
0.556331222,1
0.556093536,1
0.502419372,0
0.699373496,0
0.637979236,0
0.486184882,1
0.681742596,0
0.388877358,0
0.559527065,1
0.391460425,0
0.716116991,1
0.456658404,1
0.472093147,1
0.537886107,0
0.470101561,0
0.662462673,0
0.424918459,0
0.511120566,0
0.433714555,0
0.453109177,0
0.454930761,0
0.461247291,1
0.40342929,0
0.43390536,1
0.528270329,1
0.602520964,1
0.643764415,0
0.601727079,1
0.326423912,1
0.488452282,1
0.473687803,1
0.50341891,0
0.411104314,1
0.433223493,1
0.342829079,0
0.461025022,0
0.621887803,0
0.423103133,1
0.523515968,1
0.492299027,1
0.438078543,0
0.395293411,1
0.483350764,1
0.530957781,0
0.356295654,0
0.513343125,0
0.474391015,1
0.528454946,0
0.552254333,1
0.591738286,1
0.627818916,1
0.358335284,0
0.437354961,1
0.488254853,0
0.471764424,0
0.505412162,0
0.489826705,1
0.445287371,1
0.514552979,1
0.471010642,1
0.506387577,0
0.470598713,0
0.568903172,1
0.488904023,1
0.698160138,1
0.523247957,0
0.305210004,0
0.61891327,1
0.387646811,0
0.38199206,0
0.56089344,1
0.582560793,0
0.423965117,0
0.631436369,1
0.586376648,1
0.781658651,1
0.446010096,0
0.585935121,0
0.822876563,1
0.511543708,0
0.508690973,0
0.358896643,0
0.512740868,1
0.426899415,1
0.468402268,0
0.557135568,1
0.541215542,1
0.516773632,1
0.493434415,0
0.811087306,1
0.513274089,1
0.432278356,1
0.729063379,1
0.487375903,0
0.761729401,1
0.480972094,1
0.399919553,1
0.55533719,0
0.446629535,0
0.467039626,1
0.633150834,1
0.366942846,0
0.463990116,0
0.710103945,1
0.463836175,0
0.407726262,1
0.593546175,1
0.359368657,0
0.426100088,1
0.308379738,0
0.485796089,1
0.482871801,0
0.608129445,1
0.473110897,0
0.495697363,1
0.572505129,1
0.599159122,1
0.536173457,1
0.535194706,1
0.365184955,0
0.587609432,1
0.595084791,1
0.490679472,1
0.621263215,0
0.511997364,0
0.480969358,0
0.533958162,1
0.404949976,0
0.425777055,0
0.429524318,0
0.518635905,1
0.467276388,1
0.529410489,1
0.583905743,1
0.516970933,0
0.443113017,0
0.499366612,1
0.466626925,1
0.448192488,0
0.517899815,1
0.536281545,0
0.380354043,0
0.571967786,0
0.619738276,1
0.581618519,0
0.507571568,0
0.345841813,0
0.319604889,1
0.51230935,0
0.503566571,1
0.428528634,1
0.647167748,1
0.499264018,1
0.438132801,1
0.412996359,1
0.430322496,0
0.428352615,0
0.519863061,0
0.409027667,0
0.619349735,1
0.466006559,1
0.474024023,0
0.44176075,1
0.429574791,1
0.618880218,1
0.662934937,1
0.555691724,1
0.522142501,1
0.570382285,1
0.49136912,0
0.22348142,0
0.483499811,1
0.469409533,0
0.392286229,0
0.596306069,1
0.704364643,1
0.598315497,0
0.432205002,0
0.674258418,1
0.441508699,0
0.479351803,0
0.41899756,0
0.647325552,0
0.6032374,0
0.590942513,1
0.655506935,1
0.349946666,0
0.804065706,1
0.432923081,0
0.421170664,1
0.451907054,0
0.581290461,0
0.630494563,1
0.547060409,0
0.376810443,0
0.521625544,1
0.571931872,1
0.640291814,1
0.427359343,0
0.499834056,1
0.685760448,1
0.453803029,0
0.509805546,1
0.46878552,1
0.571350348,0
0.439672112,0
0.571240254,0
0.599664092,1
0.510444407,1
0.587076366,1
0.429470566,0
0.363796728,0
0.404186003,1
0.64051422,1
0.555877745,1
0.496457006,0
0.471810423,1
0.393506596,1
0.431906539,0
0.562812143,1
0.422136619,1
0.60069142,1
0.609381463,1
0.471554425,0
0.636037542,1
0.379819039,0
0.433792839,0
0.604309467,0
0.54664988,0
0.371647654,1
0.368876051,1
0.555214147,1
0.536205984,0
0.720042767,1
0.377461713,0
0.502879105,0
0.286095789,0
0.331414319,0
0.488055315,1
0.464661375,1
0.560167058,1
0.364989824,0
0.512673872,0
0.519134212,0
0.55308008,1
0.56666047,1
0.395877289,0
0.349321394,0
0.536631687,0
0.340732497,0
0.551979491,1
0.469772565,0
0.516329646,0
0.443722016,1
0.425279285,0
0.564234698,1
0.621002418,0
0.55490544,1
0.527432726,1
0.416590071,0
0.481355516,0
0.599967455,0
0.409691523,0
0.453883569,1
0.351803282,0
0.548578431,0
0.395798784,0
0.729734049,1
0.409157473,0
0.498978413,1
0.446004539,0
0.385531047,1
0.482430249,1
0.641557644,1
0.345069017,0
0.69194586,1
0.462380482,1
0.425619728,1
0.426874166,0
0.731456246,1
0.534201233,0
0.555505203,0
0.419280791,1
0.548337915,0
0.416773231,0
0.458105601,1
0.469942119,0
0.409717746,0
0.412535033,0
0.586610092,1
0.670945239,1
0.562990031,1
0.384492683,1
0.594304739,1
0.685979962,1
0.44952948,1
0.417174535,0
0.690287501,1
0.550885359,0
0.692292201,1
0.326097625,0
0.442354957,0
0.492288164,0
0.505043388,1
0.653762915,1
0.319418909,0
0.465093985,1
0.52531766,1
0.491565468,0
0.57343132,1
0.518668028,1
0.672510819,1
0.457371861,0
0.488523836,0
0.351184975,0
0.502298899,0
0.3801403,0
0.409024984,0
0.605119671,1
0.318606137,0
0.36748364,1
0.623407005,1
0.455787477,1
0.541242165,1
0.632170712,1
0.498759043,1
0.595476498,1
0.589595398,1
0.540803645,0
0.530695726,1
0.501782748,0
0.488545562,0
0.343684441,0
0.609546608,1
0.470113529,0
0.549970823,1
0.353927238,0
0.678159806,1
0.630431358,0
0.421386532,0
0.632869655,1
0.440816256,0
0.508238469,0
0.43217135,0
0.341809571,0
0.579867271,0
0.449188518,1
0.494901953,0
0.578697574,1
0.463735286,0
0.476646235,1
0.426348488,0
0.539482164,0
0.395247003,0
0.419045982,1
0.287859726,0
0.400466353,0
0.320027838,0
0.423370808,0
0.466507347,1
0.474365082,0
0.673783798,1
0.550114049,0
0.491421179,1
0.604403676,0
0.482352365,1
0.411808996,0
0.592472875,1
0.489652668,0
0.509665712,0
0.472397036,0
0.378553195,0
0.423664995,0
0.644090201,1
0.606835578,1
0.426647838,1
0.470257692,0
0.495300104,0
0.48627392,0
0.575740222,1
0.440687643,1
0.740882031,1
0.591457461,1
0.672756056,1
0.513506254,0
0.729871561,1
0.54881182,1
0.4280869,0
0.512477844,1
0.48945815,1
0.558188385,1
0.450176879,0
0.434865198,0
0.67298731,1
0.374810599,1
0.703602828,1
0.443455888,0
0.467034488,0
0.469677766,0
0.437830221,1
0.343558721,0
0.503863261,1
0.622424837,1
0.433557085,0
0.667666943,0
0.461586921,0
0.385731203,0
0.495407887,0
0.484518917,0
0.302271536,0
0.498105529,0
0.393031265,0
0.330291239,0
0.368087127,0
0.657546893,1
0.359862021,0
0.458271381,0
0.522440607,0
0.466992368,0
0.422100039,0
0.615868118,1
0.496808041,0
0.65437716,1
0.364796345,0
0.374245262,0
0.663866231,0
0.57064689,1
0.510390898,1
0.514951242,0
0.552757552,0
0.496426964,0
0.609953146,1
0.682600143,1
0.5256182,0
0.369397872,0
0.564037489,1
0.619742264,1
0.378064193,0
0.662791416,1
0.411115491,1
0.442099131,1
0.469412387,0
0.352700553,1
0.45757132,1
0.46963946,1
0.480335085,1
0.422558997,1
0.467367689,0
0.470769684,0
0.604494717,1
0.629637198,1
0.667643603,1
0.453296028,0
0.556009943,1
0.421602956,1
0.678519109,1
0.627108522,1
0.573879955,1
0.411063368,1
0.418771703,0
0.533743638,0
0.561200707,1
0.466378272,1
0.49288742,0
0.725656705,1
0.516906564,0
0.448780898,0
0.501028329,0
0.567874699,1
0.563813447,0
0.616112404,1
0.4792543,1
0.581946593,0
0.487213107,0
0.516949833,0
0.563758646,1
0.48679747,1
0.601374191,1
0.428762401,0
0.52569884,1
0.594193862,1
0.485859383,0
0.509876249,0
0.377659411,0
0.525922069,1
0.440100687,0
0.407988867,0
0.557329849,1
0.787292476,1
0.670616276,1
0.564941724,1
0.321414308,0
0.494041781,1
0.59177179,1
0.568351606,1
0.406082506,0
0.469388073,0
0.426009215,0
0.439235385,1
0.441669139,0
0.496480723,1
0.54452658,0
0.435954111,0
0.531306941,0
0.529417127,1
0.593542558,1
0.32329975,0
0.521780469,0
0.368891204,0
0.655154389,1
0.29374174,0
0.707872403,1
0.662137117,1
0.470477189,1
0.402888478,0
0.293200613,0
0.55167771,1
0.433557085,0
0.621286022,0
0.529528093,0
0.67184006,1
0.418942891,1
0.39748392,1
0.572121211,1
0.394357882,0
0.427877026,0
0.368336003,0
0.652757306,1
0.562410139,0
0.347152871,0
0.48708142,1
0.504472093,0
0.548769559,1
0.455407555,0
0.524861486,1
0.522287573,1
0.580958437,1
0.531762963,0
0.533351479,1
0.559805247,1
0.418075583,1
0.349757312,0
0.702546378,1
0.594192526,0
0.492444126,1
0.610254596,1
0.457333326,1
0.471916987,1
0.752798347,1
0.53610913,0
0.505175235,0
0.525280916,0
0.462797279,1
0.481228372,0
0.629494537,1
0.495468993,0
0.490749559,1
0.439001832,1
0.487944926,0
0.495856618,1
0.516721564,0
0.589361747,1
0.393635843,1
0.712972102,0
0.484449559,0
0.453325821,0
0.316892701,0
0.50863647,0
0.434950522,0
0.676827703,1
0.396513248,0
0.347969302,1
0.633159819,1
0.428445631,1
0.38118148,0
0.379474511,1
0.507361809,1
0.459130332,0
0.575086653,1
0.557007084,0
0.605714407,0
0.553458661,1
0.624811572,1
0.384625661,0
0.454626869,0
0.659626686,0
0.400083098,0
0.572564935,1
0.300283203,0
0.605277684,1
0.348140709,0
0.448728508,1
0.462528899,1
0.474424912,1
0.678629465,1
0.676970448,1
0.483508979,0
0.428627639,0
0.51134824,1
0.445647379,0
0.355195895,0
0.387684069,0
0.469167726,0
0.621216833,1
0.261722753,0
0.385540117,0
0.466704884,1
0.390178469,0
0.540808388,0
0.589268378,1
0.376184919,0
0.564645003,0
0.508704905,0
0.652913652,1
0.497616781,0
0.410111467,0
0.448652143,1
0.652736947,1
0.617497259,1
0.570014242,1
0.491775732,0
0.392067925,0
0.647279225,1
0.462924532,0
0.532260015,1
0.436688868,0
0.451976245,0
0.619561706,1
0.449311332,0
0.384031522,0
0.558181693,1
0.345585239,1
0.530791457,0
0.374332376,0
0.462636739,0
0.48340947,0
0.469246382,0
0.449401566,0
0.47871969,0
0.597966571,1
0.468736932,1
0.641299339,0
0.58521809,1
0.57391626,0
0.253033531,0
0.704830307,1
0.493502631,0
0.570737767,0
0.575935995,1
0.48367825,0
0.478526597,1
0.431023482,0
0.415909489,1
0.56504489,1
0.600348093,1
0.480400636,0
0.491354409,1
0.442550074,0
0.628569593,1
0.432683308,0
0.565547315,1
0.442354957,0
0.395709095,0
0.611143242,1
0.598652929,0
0.355788746,0
0.388490121,1
0.413613231,0
0.430690133,1
0.377406151,1
0.411159985,1
0.455926574,1
0.585275023,0
0.564062573,1
0.306732527,0
0.597987342,1
0.438613795,0
0.523705103,0
0.513253488,1
0.437544881,1
0.456732187,0
0.611296894,1
0.481568774,0
0.47597488,0
0.515016575,0
0.484571854,1
0.555892636,0
0.525251266,1
0.537137151,1
0.632154873,1
0.6154397,0
0.517926057,1
0.430718494,1
0.357485383,0
0.443918031,0
0.457979475,0
0.466589412,0
0.497834495,1
0.338123732,0
0.443833716,1
0.521528699,1
0.633642941,1
0.443318067,1
0.51447005,1
0.43964792,0
0.524597315,1
0.553069656,1
0.438895701,0
0.445347402,1
0.425562582,0
0.528911228,1
0.570282008,0
0.648992074,1
0.537708763,0
0.842025755,1
0.466008412,0
0.455294627,1
0.66509421,1
0.388872847,0
0.6262041,0
0.516530009,1
0.706713477,1
0.294185055,0
0.654370911,1
0.408753512,0
0.492050118,1
0.69545408,1
0.514689849,0
0.309402946,0
0.616801199,1
0.436634708,0
0.687285125,1
0.483770302,1
0.610667884,1
0.565659373,0
0.399008001,1
0.45440912,0
0.55626351,0
0.344169405,0
0.588483227,0
0.402822368,0
0.376580013,0
0.495105863,1
0.403016096,0
0.480060281,0
0.451022318,1
0.518991839,0
0.414605565,1
0.509452618,0
0.424110965,1
0.544647299,1
0.32581074,0
0.572609661,1
0.321744233,0
0.39848595,0
0.414756578,0
0.534803411,0
0.54642803,1
0.470863762,0
0.447000102,0
0.411582653,1
0.676482174,1
0.612076007,1
0.420349669,1
0.452578496,0
0.454967071,0
0.365586002,1
0.576153355,0
0.624555718,1
0.345039283,0
0.436186923,0
0.493619576,1
0.450470455,1
0.480891504,1
0.65739998,1
0.532711173,1
0.49094306,1
0.52381825,1
0.545437089,1
0.621257509,1
0.803202392,1
0.512605379,1
0.439465659,0
0.366886338,0
0.454388421,0
0.575909949,1
0.64527725,1
0.496526304,1
0.557721369,1
0.467650689,1
0.56217441,0
0.463223908,0
0.387157129,0
0.338744119,0
0.621527746,0
0.499261491,1
0.390946317,0
0.498646945,1
0.467332312,1
0.358584579,0
0.469409533,0
0.517284019,1
0.387206963,1
0.589943784,1
0.395983644,1
0.371960025,0
0.575788446,1
0.472303378,0
0.403600383,0
0.414270082,0
0.461204727,1
0.559512176,1
0.368805185,0
0.479971156,0
0.45505062,1
0.435533436,1
0.440519229,1
0.498374212,1
0.565404101,0
0.475317629,1
0.438336458,0
0.477660792,1
0.316258779,0
0.303320197,0
0.556829214,0
0.600162182,1
0.598514025,1
0.587945489,0
0.462754872,1
0.371386042,0
0.500938345,0
0.410389983,1
0.319830128,0
0.480078478,0
0.530473491,1
0.568379957,1
0.60540599,1
0.642799462,1
0.402531113,0
0.644867594,1
0.45463976,1
0.481848618,0
0.653029577,1
0.402929485,1
0.618400257,1
0.464362528,1
0.650938083,1
0.603077565,0
0.385025411,1
0.401518025,0
0.455433932,1
0.554446049,1
